티커	종목코드	유니버스	현재가	3M수익률(보조,%)	6M수익률(보조,%)	12M수익률(보조,%)	52주고점대비(보조,%)	40일이평(보조)	200일이평(보조)	40일선상회(보조)	200일선상회(보조)	추세판정(보조)	종목명	시장	통화	섹터	산업	업종	사업설명	시가총액	배당수익률(%)	EPS(FY)	EPS Growth 1Y(%)	EPS Growth 3Y CAGR(%)	EPS Growth 5Y CAGR(%)	현금및단기투자	장기부채	단기위험부채	총부채	주주지분	주당순현금(린치식)	주당잉여현금흐름	잉여현금흐름수익률(%)	순현금차감PER(린치식)	사용연성장률(%)	린치PER배수	배당감안점수	린치PER판정	배당감안점수판정	그레이엄적정PER(3년)	그레이엄내재가치(3년)	그레이엄괴리율(3년,%)	종합판정	데이터상태
0700.HK	0700.HK	China / Hong Kong	438.3999938964844	-1.7921147198436405	-13.359685000694787		-35.29151381601706	457.4050003051758	515.8015007019043	N	N	주의	TENCENT	HKG	HKD	Communication Services	Internet Content & Information	Internet Content & Information	Tencent Holdings Limited, an investment holding company, provides value-added services, marketing services, fintech, and business services in Mainland China and internationally. The company's consumers business includes communications and social services, such as instant messaging and social networks; digital content, including online games, videos, live streaming, news, music, and literature; fintech services, which include mobile payment, wealth management, consumer loans, and securities tradi	3923302940672.0	1.21	29.72	15.854343468694765	6.10101407396777		712465000000.0	334573000000.0	53160000000.0	387733000000.0	1154152000000.0	41.93766576118973	21.104780824868513	4.814046788023406	13.339916828240062	6.10101407396777	2.1865081225037235	0.5480554465295203	매우 불리	불리(<1)	20.70202814793554	615.2642765566442	40.34313073049933	보류	충분
9988.HK	9988.HK	China / Hong Kong	109.5999984741211	-7.744111398405041	-15.627402906993272		-40.7887656076963	117.32250003814697	132.81024982452394	N	N	주의	BABA-W	HKG	HKD	Consumer Cyclical	Internet Retail	Internet Retail	Alibaba Group Holding Limited, through its subsidiaries, provides technology infrastructure and marketing reach to help merchants, brands, retailers, and other businesses in the People's Republic of China and internationally. It operates through the Alibaba China E-Commerce Group, Alibaba International Digital Commerce Group, Cloud Intelligence Group, and All Others segments. The Alibaba China E-commerce Group segment operates Taobao and Tmall, which are digital retail platforms; Taobao Instant 	2177406205952.0	94.0	4.33	-20.380603955145304	12.486072925161418		502258000000.0	231772000000.0	28224000000.0	281722000000.0	1060886000000.0	13.602522038881027	-2.5508689096670483	-2.3274351689606667	22.170317883427266	12.486072925161418	1.7756037479767204	4.803091840408919	보통	안심(>=2)	33.47214585032283	144.93439153189786	32.239410173094086	보류	충분
3690.HK	3690.HK	China / Hong Kong	80.05000305175781	4.983610559682372	6.167110652223173		-24.694260815043243	85.95250034332275	87.16825004577636	N	N	중립	MEITUAN-W	HKG	HKD	Consumer Cyclical	Internet Retail	Internet Retail	Meituan operates as a technology driven retail company in the People's Republic of China, Hong Kong, Macao, Taiwan, and internationally. It operates through Core Local Commerce and New Initiatives segments. The company offers daily goods and services, such as food delivery, in-store, hotel and travel booking, and other services and sales; bike sharing, e-moped sharing, power banks and micro-credit; and operates Kuailv and Xiaoxiang Supermarkets. It also sells goods from B2B food distribution ser	450770665472.0		-7.42	490.7			226896042000.0	65904021000.0	14379078000.0	86619106000.0	151045913000.0	28.78616077521859	-4.843057246823339	-6.05004005270552		490.7			판정불가	판정불가				보류	일부부족
9618.HK	9618.HK	China / Hong Kong	108.80000305175781	-4.140966474222196	11.020411277303888		-23.80952330069399	118.13499965667725	113.8542501449585	N	N	중립	JD-SW	HKG	HKD	Consumer Cyclical	Internet Retail	Internet Retail	JD.com, Inc. operates as a supply chain-based technology and service provider in the People's Republic of China and Europe. It operates through three segments: JD Retail, JD Logistics, and New Businesses. The company provides home appliances; mobile handsets and other digital products; computers, including desktop, laptop, and other various products, as well as printers and other office equipment; furniture and household goods; apparel; cosmetics and other personal care items; and pet products. 	296656240640.0	3.6	5.89	-52.53511932106676	23.66544269567723		288976000000.0	62473000000.0	11525000000.0	107105000000.0	225040000000.0	93.98950734042998	1.9947089521350574	1.8333721472288418	2.5145154009045556	23.66544269567723	0.1062526246916083	10.843219606397692	매우 유망	안심(>=2)	55.83088539135446	328.8439149550777	202.24623688534425	매우 유망	충분
9999.HK	9999.HK	China / Hong Kong	187.6999969482422	0.0	3.3021464506183262		-23.823051299628993	197.55250053405763	196.35150016784667	N	N	중립	NTES	HKG	HKD	Communication Services	Electronic Gaming & Multimedia	Electronic Gaming & Multimedia	NetEase, Inc. engages in online games, music streaming, online intelligent learning services, and internet content services businesses in China and internationally. The company operates through Games and Related Value-Added Services; Youdao; NetEase Cloud Music; and Innovative Businesses and Others segments. It develops and operates mobile and PC games; and offers games licensed from other developers. The company also provides live streaming service, and other related or ancillary value-added se	602475462656.0	1.6	11.77	13.67851196370724	18.404094603117294		278053666000.0	427997000.0	6384417000.0	6729742000.0	160296119000.0	86.7241183674002	15.208846569346823	8.102742044018587	8.579089089281393	18.404094603117294	0.4661511079077078	2.3317271093629466	매우 유망	안심(>=2)	45.30818920623459	533.277386957381	184.1115586722311	매우 유망	충분
1810.HK	1810.HK	China / Hong Kong	27.5	0.43827919251857583	-14.0625		-53.742641468318986	27.58699998855591	32.30630000114441	N	N	주의	XIAOMI-W	HKG	HKD	Technology	Consumer Electronics	Consumer Electronics	Xiaomi Corporation, an investment holding company, engages in the development and sales of smartphones in Mainland China and internationally. It operates through Smartphones, IoT and Lifestyle Products, Internet Services, and smart electric vehicles segments. The company also offers internet of things (IoT) and lifestyle products comprising smart large home appliances, smart TVs, tablets, wearables and other IoT and lifestyle products; hardware repairment services for products; installation serv	692745666560.0		1.42	76.02150314018954	156.2794016865734		188478801000.0	22921433000.0	13202226000.0	41837896000.0	266218661000.0	7.771092728649289	1.003237077748222	3.6481348281753525	13.893596669965289	156.2794016865734	0.08890228987329776	11.24830419357235	매우 유망	안심(>=2)	60.0	85.19999999999999	209.81818181818176	매우 유망	충분
9888.HK	9888.HK	China / Hong Kong	91.4000015258789	-21.206895236311286	-20.521737803583562		-43.05295855085426	101.06000003814697	120.05224975585938	N	N	주의	BIDU-W	HKG	HKD	Communication Services	Internet Content & Information	Internet Content & Information	Baidu, Inc. provides internet content, value-added telecommunication-based, internet map, and online audio and video services in the People's Republic of China. It operates in two segments, Baidu General Business and iQIYI. The Baidu General Business segment offers products and services for mobile ecosystem, AI cloud, and intelligent driving. This segment operates Baidu App that enables users to access search, feed, content, and other services through mobile devices; and Haokan, which offers a r	242993233920.0		-2.29	-76.47727272727273	-9.574707672764294		205928000000.0	61102000000.0	28410000000.0	97077000000.0	266330000000.0	66.14654338135314	-7.504092550754921	-8.210166767481091		-9.574707672764294			판정불가	판정불가				보류	일부부족
1024.HK	1024.HK	China / Hong Kong	33.97999954223633	-23.017671019258778	-42.938707006583634		-63.004899176116744	39.99499979019165	54.43664989471436	N	N	주의	KUAISHOU-W	HKG	HKD	Communication Services	Internet Content & Information	Internet Content & Information	Kuaishou Technology, an investment holding company, provides live streaming, online marketing, and other services in the People's Republic of China. It offers Kuaishou Flagship, a short video and content based social networking platform; Kuaishou Express; Kuaishou Concept; Yitian Camera, an app to create features Japanese-and-Korean-style filters and cute stickers; Kmovie, a shooting, editing, and production tool; and AcFun, a video sharing website. The company also provides entertainment, e-com	142308409344.0	2.03	4.17	21.402021519400073			113106000000.0	11098000000.0	13916000000.0	34953000000.0	79558000000.0	27.991142154660743	3.230802561847851	9.50795351786877	1.4361768315528982	21.402021519400073	0.06710472794595883	16.31555460622748	매우 유망	안심(>=2)	8.5	35.445	4.311361028544791	매우 유망	충분
1211.HK	1211.HK	China / Hong Kong	84.5	-4.0318034397693765	-11.099424211499487		-25.812116885001977	90.0700002670288	94.86150009155273	N	N	주의	BYD COMPANY	HKG	HKD	Consumer Cyclical	Auto Manufacturers	Auto Manufacturers	BYD Company Limited, together with its subsidiaries, engages in automobiles and batteries business in the People's Republic of China, Hong Kong, Macau, Taiwan, and internationally. It operates in two segments, Mobile Handset Components, Assembly Service and Other Products; and Automobiles and Related Products and Other Products. The Mobile Handset Components, Assembly Service and Other Products segment manufactures and sells mobile handset components, such as housings and electronic components, 	764476981248.0	49.0	3.76	-18.967701027859206	25.196441286638958		184489829000.0	65703479000.0	38484710000.0	119120640000.0	246274606000.0	32.249104088613784	-26.516889015583427	-31.380933746252577	13.896514870049526	25.196441286638958	0.5515268887364065	5.339212167976799	헐값	안심(>=2)	58.892882573277916	221.43723847552496	162.05590352133132	보류	충분
2318.HK	2318.HK	China / Hong Kong	56.25	-1.0554063152600102	-12.858253538892416		-23.417287492009653	56.32875022888184	61.2455001449585	N	N	주의	PING AN	HKG	HKD	Financial Services	Insurance - Life	Insurance - Life	Ping An Insurance (Group) Company of China, Ltd. provides financial products and services in the People's Republic of China. It operates through Life and Health Insurance; Property and Casualty Insurance; Banking; Asset Management; and Finance Enablement segments. The company offers life insurance products, including term, whole-life, endowment, annuity, investment-linked, universal life, and health care and medical insurance; property and casualty insurance, such as auto insurance, non-auto ins	1000447213568.0	5.61	9.73	6.453829567085556	6.681286200386016		1018674000000.0	1345587000000.0	84520000000.0	1438514000000.0	1000419000000.0	-43.89521637208706	87.31390191516293	155.22471451584522	10.292416893328577	6.681286200386016	1.540484359543515	1.1942079618202293	보통	보통(1~1.5)	21.86257240077203	212.72282945951187	278.1739190391322	보류	충분
